desc-string,duration-int,effectType-int,id-int,isRepeat-bool,maxLayer-int,parameters-int[],showBuffIcon-bool,buffIcon-string,parameters2-int[][],effectInterval-int,effectFlag-int[],effectImmuneFlag-int[],entityEffect-string
基础伤害(千分位系数）,0,1,1,0,1,"1000,1",0,,,,,,
前摇位移(cm),500,2,2,0,1,"100,0,1",0,,,,,,
击退位移(cm),500,3,3,0,1,100,0,,,,,,
无敌(空）,1000,4,4,0,1,,0,,,,,,
霸体(空）,1000,5,5,0,10,,0,buff-icon-5,,,,,
索敌位移(最小，最大距离cm）,100,6,6,0,1,"50,150,0,1,1",0,,,,,,
"属性修改(属性ID,修改类型,修改值;)",,7,7,0,1,,0,,"11,1,100;13,1,10",,,,
基础眩晕效果,,8,8,0,1,,1,buff-icon-8,,,,,
持续伤害(千分位系数）,500,9,9,0,5,"100,1",0,,,500,,,
碰撞触发(效果球列表）,500,10,10,0,1,"15,17",0,,,,,,
"快速释放技能(触发技能ID列表;触发类型，释放概率,技能ID)",0,11,11,0,1,,0,,"14,15,16;1,500,65",,,,
"范围添加效果球(目标类型,目标上限;效果球列表)",,12,12,0,1,,0,,"1,1;15",500,,,
"血怒效果(属性id,变化类型,每损失1%生命值的增益值)",,13,13,0,1,,0,,"11,1,100;13,1,10",,,,
"一段时间不受伤害，增加属性值(不受伤害时长ms）（属性id,变化类型,每损失1%生命值的增益值）",-1,14,14,0,1,3000,0,,"11,1,100;13,1,10",,,,
基础伤害,0,1,15,0,1,"1000,1",0,,,,,,
主角前摇位移距离,200,2,16,0,1,"90,0,1",0,,,,,,
通用击退距离效果,200,3,17,0,1,90,0,,,,,,
玩家翻滚位移,250,2,18,0,1,"350,0,1",0,,,,,,
玩家翻滚无敌,500,4,19,0,1,,0,,,,,,
主角攻击3前摇位移距离,200,2,20,0,1,"110,0,1",0,,,,,,
第三下普攻击退距离效果,275,3,21,0,1,100,0,,,,,,
1秒霸体,1000,5,22,1,10,,0,buff-icon-22,,,,,
眩晕测试,3000,8,23,0,1,,1,buff-icon-23,,,,,
罐头狗近战霸体,730,5,24,0,10,,0,buff-icon-24,,,,,
南瓜先生近战霸体,1300,5,25,0,10,,0,buff-icon-25,,,,,
火龙果士兵近战霸体,1100,5,26,0,10,,0,buff-icon-26,,,,,
树人近战霸体,1000,5,27,0,10,,0,buff-icon-27,,,,,
狼王近战霸体,2000,5,28,0,10,,0,buff-icon-28,,,,,
狼王近战击飞,1000,3,29,0,1,100,0,,,,,,
狼王技能位移,1000,2,30,0,1,"1200,0,1",0,,,,,,
索敌位移效果,150,6,31,0,1,"80,200,0,1,1",0,,,,,,
攻击+100 血量上限+100 暴击率+50%,-1,7,32,0,1,,0,,"13,1,100;11,1,100;19,1,500",,,,
攻击+50% 血量上限+50% ,-1,7,33,0,1,,0,,"13,2,500;11,2,500",,1,2,
血量上限+100 攻击+10% ,10000,7,34,0,10,,0,,"11,1,100;13,2,100",,,,
眩晕3秒,3000,8,35,0,1,,1,buff-icon-35,,,,,
流血buff,5000,9,36,0,5,"100,1",0,,,500,,,
碰撞伤害,1500,1,37,0,1,"1500,1",0,,,100,,,
血怒buff，每损失百分之1生命值对怪物伤害加成1点,-1,13,38,0,1,,0,,"21,1,10",,,,
3秒不受伤害时，对怪物伤害加成10%buff,-1,14,39,0,1,,0,,"21,1,100",,,,
碰撞击退,300,3,40,0,1,500,0,,,,,,
碰撞伤害并且击退,400,10,41,0,1,"37,40",0,,,,,,
冲刺位移,300,2,42,0,1,"400,0,1",0,,,,,,
空手攻击触发剑攻击,-1,11,43,0,1,,0,,"14,15,16;1,500,65",,,,
范围随机单体伤害,5000,12,44,0,1,,0,,"1,1;15",500,,,
范围群体伤害,5000,12,45,0,1,,0,,"1,20;15",500,,,
战斗主干1,-1,7,46,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干2,-1,7,47,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干3,-1,7,48,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干4,-1,7,49,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干5,-1,7,50,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干6,-1,7,51,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干7,-1,7,52,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干8,-1,7,53,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗主干9,-1,7,54,0,1,,0,,"13,1,5;15,1,5;11,1,20",,,,
战斗暴击增加5%,-1,7,55,0,1,,0,,"19,1,50",,,,
战斗暴击增加10%,-1,7,56,0,1,,0,,"19,1,100",,,,
战斗暴击增加15%,-1,7,57,0,1,,0,,"19,1,150",,,,
战争践踏伤害效果50%,0,1,58,0,1,"1500,1",0,,,,,,
战争践踏眩晕效果2秒,2000,8,59,0,1,,1,buff-icon-59,,,,,
额外收获概率提高1%,-1,7,60,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,61,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,62,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,63,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,64,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,65,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,66,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,67,0,10,,0,,"40,1,10",,,,
额外收获概率提高1%,-1,7,68,0,10,,0,,"40,1,10",,,,
提高1级可用作物等级,-1,7,69,0,1,,0,,"42,1,1",,,,
提高1级可用作物等级,-1,7,70,0,1,,0,,"42,1,1",,,,
提高1级可用作物等级,-1,7,71,0,1,,0,,"42,1,1",,,,
加快锄头挥动速度10%,-1,7,72,0,1,,0,,"37,1,100",,,,
加快锄头挥动速度20%,-1,7,73,0,1,,0,,"37,1,100",,,,
加快锄头挥动速度30%,-1,7,74,0,1,,0,,"37,1,100",,,,
浇水保湿概率增加5%,-1,7,75,0,1,,0,,"39,1,50",,,,
浇水保湿概率增加10%,-1,7,76,0,1,,0,,"39,1,100",,,,
浇水保湿概率增加15%,-1,7,77,0,1,,0,,"39,1,150",,,,
采集资源翻倍概率增加1%,-1,7,78,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,79,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,80,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,81,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,82,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,83,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,84,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,85,0,20,,0,,"27,1,10;34,1,10",,,,
采集资源翻倍概率增加1%,-1,7,86,0,20,,0,,"27,1,10;34,1,10",,,,
提高1级可采集资源等级,-1,7,87,0,1,,0,,"28,1,1;35,1,1",,,,
提高1级可采集资源等级,-1,7,88,0,1,,0,,"28,1,1;35,1,1",,,,
提高1级可采集资源等级,-1,7,89,0,1,,0,,"28,1,1;35,1,1",,,,
加快斧子挥动速度10%,-1,7,90,0,1,,0,,"23,1,100",,,,
加快斧子挥动速度20%,-1,7,91,0,1,,0,,"23,1,200",,,,
加快斧子挥动速度30%,-1,7,92,0,1,,0,,"23,1,300",,,,
砍树暴击概率增加5%,-1,7,93,0,1,,0,,"24,1,50",,,,
砍树暴击概率增加10%,-1,7,94,0,1,,0,,"24,1,100",,,,
砍树暴击概率增加15%,-1,7,95,0,1,,0,,"24,1,150",,,,
获得种子的概率增加5%,-1,7,96,0,1,,0,,"41,1,50",,,,
获得种子的概率增加10%,-1,7,97,0,1,,0,,"41,1,100",,,,
获得种子的概率增加15%,-1,7,98,0,1,,0,,"41,1,150",,,,
额外家园移动速度10%,-1,7,99,0,1,,0,,"8,1,100",,,,
额外家园移动速度20%,-1,7,100,0,1,,0,,"8,1,200",,,,
额外家园移动速度30%,-1,7,101,0,1,,0,,"8,1,300",,,,
提升对怪物暴击伤害10%,-1,7,102,0,1,,0,,"20,1,100",,,,
提升对怪物暴击伤害20%,-1,7,103,0,1,,0,,"20,1,200",,,,
提升对怪物暴击伤害30%,-1,7,104,0,1,,0,,"20,1,300",,,,
附加1%战斗易伤,5000,7,105,0,5,,1,buff-icon-105,"18,1,10",,,,
附加2%战斗易伤,5000,7,106,0,5,,1,buff-icon-106,"18,1,20",,,,
附加3%战斗易伤,5000,7,107,0,5,,1,buff-icon-107,"18,1,30",,,,
冲刺技能前摇位移,200,2,108,0,,"500,0,1",0,,,,,,
冲刺技能击退距离,200,3,109,0,1,250,0,,,,,,
冲刺技能 1 伤害,0,1,110,0,,"500,1",0,,,,,,
冲刺技能 2 伤害,0,1,111,0,,"1000,1",0,,,,,,
冲刺技能 3 伤害,0,1,112,0,,"1500,1",0,,,,,,
冲刺技能 1,300,10,113,0,,"110,109,445",0,,,100,,,
冲刺技能 2,300,10,114,0,,"109,111,445",0,,,100,,,
冲刺技能 3,300,10,115,0,,"109,112,445",0,,,100,,,
无伤增伤 Lv 1,-1,14,116,0,1,20000,1,buff-icon-116,"21,1,100",,,,
无伤增伤 Lv 2,-1,14,117,0,1,10000,1,buff-icon-117,"21,1,100",,,,
无伤增伤 Lv 3,-1,14,118,0,1,5000,1,buff-icon-118,"21,1,100",,,,
移动速度增加 10%,-1,7,119,0,1,,0,,"7,2,100",,,,
移动速度增加 20%,-1,7,120,0,1,,0,,"7,2,200",,,,
移动速度增加 30%,-1,7,121,0,1,,0,,"7,2,300",,,,
闪避最终增加2%,-1,7,122,0,1,,0,,"17,4,20",,,,
闪避最终增加4%,-1,7,123,0,1,,0,,"17,4,40",,,,
闪避最终增加6%,-1,7,124,0,1,,0,,"17,4,60",,,,
血怒 Lv 1,-1,13,125,0,1,,1,buff-icon-125,"21,1,1",,,,
血怒 Lv 2,-1,13,126,0,1,,1,buff-icon-126,"21,1,3",,,,
血怒 Lv 3,-1,13,127,0,1,,1,buff-icon-127,"21,1,5",,,,
流血 Lv 1,5500,9,128,0,5,"10,1",1,buff-icon-128,,500,,,
流血 Lv 2,5500,9,129,0,5,"10,1",1,buff-icon-129,,500,,,
流血 Lv 3,5500,9,130,0,5,"10,1",1,buff-icon-130,,500,,,
攻速 1,-1,7,131,0,1,,0,,"14,1,50",,,,
攻速 2,-1,7,132,0,1,,0,,"14,1,100",,,,
攻速 3,-1,7,133,0,1,,0,,"14,1,150",,,,
攻击触发额外攻击 1,-1,11,134,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,50,65",,,,
攻击触发额外攻击 2,-1,11,135,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,100,65",,,,
攻击触发额外攻击 3,-1,11,136,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,150,65",,,,
剑舞 1,1000,12,137,0,1,,0,,"1,10;227,385",200,,,
剑舞伤害,0,1,138,0,,"750,1",0,,,,,,
剑舞 2,1000,12,139,0,1,,0,,"1,10;227,385",150,,,
爆气,2000,12,140,0,1,,0,,"1,10;227,385",250,,,Skill_Saiyan
斧子加速 1,-1,7,141,0,1,,0,,"23,1,100",,,,
斧子加速 2,-1,7,142,0,1,,0,,"23,1,200",,,,
斧子加速 3,-1,7,143,0,1,,0,,"23,1,300",,,,
树木暴击 1,-1,7,144,0,1,,0,,"24,1,50",,,,
树木暴击 2,-1,7,145,0,1,,0,,"24,1,100",,,,
树木暴击 3,-1,7,146,0,1,,0,,"24,1,150",,,,
木材翻倍 1,-1,7,147,0,1,,0,,"27,1,30",,,,
木材翻倍 2,-1,7,148,0,1,,0,,"27,1,60",,,,
木材翻倍 3,-1,7,149,0,1,,0,,"27,1,90",,,,
砍树伤害 1,-1,7,150,0,1,,0,,"26,1,100",,,,
砍树伤害 2,-1,7,151,0,1,,0,,"26,1,200",,,,
砍树伤害 3,-1,7,152,0,1,,0,,"26,1,300",,,,
石头伤害 1,-1,7,153,0,1,,0,,"33,1,100",,,,
