id-int,name-string,pageIds-int[]
1,物品資源,
2,物品資源,
3,物品資源,
4,擊殺怪物,7
5,擊殺怪物,8
6,擊殺怪物,9
7,擊殺怪物,10
8,擊殺怪物,11
9,擊殺怪物,12
10,擊殺怪物,13
11,擊殺怪物,14
12,擊殺怪物,16
13,擊殺怪物,17
14,擊殺怪物,18
15,擊殺怪物,19
16,擊殺怪物,20
17,擊殺怪物,21
18,擊殺怪物,22
19,擊殺怪物,23
20,擊殺怪物,24
21,擊殺怪物,25
22,擊殺怪物,26
23,擊殺怪物,27
24,擊殺怪物,28
25,擊殺怪物,29
26,擊殺怪物,30
27,擊殺怪物,31
28,擊殺怪物,32
29,擊殺怪物,33
30,擊殺怪物,34
31,採集,"35,36"
32,異界挑戰,411
33,採集,"37,38"
34,異界挑戰,412
35,採集,"39,40"
36,異界挑戰,413
37,採集,"41,42"
38,異界挑戰,414
39,採集,"43,44"
40,異界挑戰,415
41,採集,"45,46"
42,異界挑戰,416
43,採集,"47,48"
44,異界挑戰,427
45,採集,"49,50"
46,異界挑戰,428
47,採集,"51,52"
48,異界挑戰,429
49,採集,"53,54,55"
50,拆解耕作裝備,430
51,採集,"56,57"
52,拆解戰鬥裝備,431
53,採集,"58,59"
54,拆解採集裝備,432
55,採集,"60,61"
56,合成,433
57,採集,"62,63"
58,合成,434
59,採集,"64,65"
60,合成,435
61,採集,"66,67"
62,合成,436
63,採集,"68,69"
64,合成,437
65,採集,"70,71"
66,合成,438
67,物品資源,72
68,合成,439
69,採集,"73,74,72"
70,合成,440
71,採集,"75,76"
72,合成,441
73,採集,"77,78"
74,合成,442
75,採集,"79,80"
76,合成,443
77,採集,"81,82"
78,合成,444
79,採集,"83,84"
80,合成,445
81,採集,"85,86"
82,合成,446
83,採集,"87,88"
84,合成,447
85,採集,"89,90"
86,合成,448
87,種植,384
88,種植,385
89,種植,386
90,種植,387
91,種植,388
92,種植,389
93,種植,390
94,種植,391
95,種植,392
96,種植,393
97,種植,394
98,種植,395
99,種植,396
100,種植,397
101,種植,398
102,種植,399
103,種植,400
104,種植,401
105,種植,402
