IsBeHitBreakable-bool,IsIndependentLogic-bool,accuBreakable-bool,accuTime-int,attackCanMove-bool,effectEnemy-int[],effectForward-int[],forwardReleaseTime-int,id-int,isAutoUse-bool,isCheckHit-bool,isHoldSkill-bool,isReleaseEffFollow-bool,isReleastActLoop-bool,isRemote-bool,playProgress-bool,rangeTips-bool,releaseAct-string,releaseEff-string,releaseSound-string[],releaseSpd-int,releaseTime-int,searchTarget-int[][],skillCD-int,skillDesc-string,skillDistance-int,skillFlag-int[],skillFlyerId-int,skillName-string,skillRange-int[],skillShake-string[],targetFlag-int[],targetLock-bool,targetType-int[],homeAction-int[],homeAttRate-int,effectSelf-int[],skillIcon-string,hitEff-string,animRotate-int,skillAlertEffect-string,skillFlyerNum-int,accuEff-int,effectInit-int[],composeSkill-int[],costPropType-int[],maxAccuTime-int,itemCost-int[][],accuTab-string
0,0,0,0,0,"1,239",214,150,14,0,1,0,1,0,0,0,1,skill_attack1,Skill_punch_attack1,Punch,14,550,1,-1,Serangan Tanpa Senjata - Gerakan 1. ,350,2,0,Serangan tanpa senjata,"4,300,150,16000,0",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,239",214,150,15,0,1,0,1,0,0,0,1,skill_attack2,Skill_punch_attack2,Punch,14,550,1,-1,Serangan Tanpa Senjata - Gerakan 2. ,350,2,0,Serangan tanpa senjata,"4,300,150,16000,0",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"21,227,386",214,150,16,0,1,0,1,0,0,0,1,skill_attack3,Skill_punch_attack3,Punch2,14,550,1,-1,Serangan Tanpa Senjata - Gerakan 3. ,350,2,0,Serangan tanpa senjata,"4,300,150,16000,0",CameraShakeGrade_2,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"239,385,567",31,150,17,0,1,0,1,0,0,0,1,skill_sword_attack1,skill_sword_attack1,knife01,14,620,1,-1,Serangan Pedang - Gerakan 1. ,400,2,0,serangan pedang,"4,300,300,27000,0",CameraShakeGrade_1,1,0,1,5,333,,,,,,,,,,,,,
0,0,0,0,0,"15,239,567",31,150,18,0,1,0,1,0,0,0,1,skill_sword_attack2,skill_sword_attack2,knife02,14,620,1,-1,Serangan Pedang - Gerakan 2. ,400,2,0,serangan pedang,"4,300,300,27000,0",CameraShakeGrade_1,1,0,1,5,333,,,,,,,,,,,,,
0,0,0,0,0,"21,227,386,567",31,150,19,0,1,0,1,0,0,0,1,skill_sword_attack3,skill_sword_attack3,knife03,14,670,1,-1,Serangan Pedang - Gerakan 3. ,400,2,0,serangan pedang,"4,300,300,27000,0",CameraShakeGrade_2,1,0,1,5,333,,,,,,,,,,,,,
0,0,0,0,0,,18,0,20,0,1,0,1,0,0,0,0,jump_roll,,playerroll,,400,1,2000,Guling dengan cepat untuk mengelak serangan atau bergerak dengan pantas. ,,2,0,Tanah ladang kumpulan Lv 3,,,1,0,,,,19,skill-icon-20,,,,,,,,,,,
0,0,0,0,0,15,,300,21,0,1,0,1,0,0,0,0,normal_chudi,,ranged_RPG_attack2_audio,37,500,1,-1,Gunakan cangkul tunggal untuk serangan biasa ke atas musuh yang ditargetkan. ,,2,0,Penyiraman individu,,,1,0,1,1,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,419,,0,22,0,1,1,1,1,0,0,0,ranged_RPG_attack5,Skill_watering,ranged_RPG_attack5_audio,,0,1,-1,Siram tumbuhan individu dengan jumlah air yang normal. ,,2,0,Lv 1 kumpulan menyiram,,,1,0,1,3,1000,,,,,,,,,,,,,
0,0,0,0,0,,,280,23,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_seeding,A-bozhong-NEW_audio,,400,1,-1,Taburkan biji tunggal dengan tepat dan cekap. ,,2,0,Penyiraman kumpulan Lv 2,,,1,0,,2,,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,280,24,0,1,0,1,0,0,0,0,ranged_RPG_reload,Skill_fertilize,playerroll,,400,1,-1,Gunakan dos baja tunggal untuk meningkatkan pertumbuhan tanaman. ,,2,0,pembenihan tunggal,,,1,0,,4,,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,"15,17,416",,350,25,0,1,0,1,0,0,0,0,normal_gaozi,Skill_mine,ranged_RPG_attack4_audio,30,500,1,-1,Gunakan cangkul tunggal dalam serangan biasa ke atas musuh. ,,2,0,Kapak Tunggal,"4,300,150,27000,0",CameraShakeGrade_1,1,0,1,"7,8",1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,"15,17,417",,350,26,0,1,0,1,0,0,0,0,normal_futou,Skill_chop,ranged_RPG_attack3_audio,23,500,1,-1,Potong dengan satu pukulan kapak sebagai serangan biasa. ,,2,0,suapan tunggal,"4,300,150,27000,0",CameraShakeGrade_1,1,0,1,6,1000,,,skill_tree_hurt,,,,,,,,,,
1,0,1,0,0,"227,1","188,226",730,31,1,1,0,1,0,0,0,1,attack,,Dog_Attack,,1430,1,0,Terlibat dalam pertempuran anjing yang sengit untuk melindungi wilayah anda. ,300,2,0,Encik Labu Melee,"4,300,200,12000,0",,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,"216,189",700,32,1,1,0,1,0,0,0,1,attack,,SKill_Pumpkin_attkar_rush,,1333,1,0,Bertempur dengan Pumpkin Fiend menggunakan pertempuran dekat. ,400,2,0,Berdekatan Askar Buah Naga,"4,300,200,12000,0",,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,"190,215",1100,33,1,1,0,1,0,0,0,1,attack,,Catus_Attack,,1660,1,0,Hadapi Cactus Warrior dalam konfrontasi pertempuran yang sengit. ,450,2,0,Treant Melee,"4,300,300,9000,0",,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,,1000,34,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,1000,Bertempur melawan Mighty Dryad dengan serangan dekat yang kuat. ,,2,0,Serigala Raja Melee,"2,300,0",,1,0,1,,,,,,,,,,,,,,,
