backGround-string,desc-string,id-int,pictureAsset-string
Assets/Res/Sprite/Instructions/Background/Common.png,@@[1]Öldürme Canavar--Metal Köpek ,7,Assets/Res/Sprite/Icon/Head/monster-icon-6.png
Assets/Res/Sprite/Instructions/Background/Common.png,[2]Öldürme Canavar--Kabak Canavarı ,8,Assets/Res/Sprite/Icon/Head/monster-icon-7.png
Assets/Res/Sprite/Instructions/Background/Common.png,[3]Öldürme Canavar--Kaktüs Savaşçısı ,9,Assets/Res/Sprite/Icon/Head/monster-icon-8.png
Assets/Res/Sprite/Instructions/Background/Common.png,[4]Öldürme Canavar--Maden Kedisi ,10,Assets/Res/Sprite/Icon/Head/monster-icon-9.png
Assets/Res/Sprite/Instructions/Background/Common.png,[5]Öldürme Canavar--Vızıldayan Arkadaş ,11,Assets/Res/Sprite/Icon/Head/monster-icon-11.png
Assets/Res/Sprite/Instructions/Background/Common.png,[6]Öldürme Canavar--Yapraklı Gizleyici ,12,Assets/Res/Sprite/Icon/Head/monster-icon-10.png
Assets/Res/Sprite/Instructions/Background/Common.png,[7]Öldürme Canavar--Kaos Hayaleti ,13,Assets/Res/Sprite/Icon/Head/monster-icon-12.png
Assets/Res/Sprite/Instructions/Background/Common.png,[8]Öldürme Canavar--Kızıl Diş ,14,Assets/Res/Sprite/Icon/Head/monster-icon-13.png
Assets/Res/Sprite/Instructions/Background/Common.png,[9]Öldürme Canavar--Buzlu Pati ,16,Assets/Res/Sprite/Icon/Head/monster-icon-14.png
Assets/Res/Sprite/Instructions/Background/Common.png,[10]Öldürme Canavar--İskelet Asker ,17,Assets/Res/Sprite/Icon/Head/monster-icon-96.png
Assets/Res/Sprite/Instructions/Background/Common.png,[11]Öldürme Canavar--Turuncu Yaprak Kafalı ,18,Assets/Res/Sprite/Icon/Head/monster-icon-97.png
Assets/Res/Sprite/Instructions/Background/Common.png,[12]Öldürme Canavar--Kızgın Köknar ,19,Assets/Res/Sprite/Icon/Head/monster-icon-98.png
Assets/Res/Sprite/Instructions/Background/Common.png,[13]Öldürme Canavar--Koyu Kar Tılsımı ,20,Assets/Res/Sprite/Icon/Head/monster-icon-101.png
Assets/Res/Sprite/Instructions/Background/Common.png,[14]Öldürme Canavar--İskelet Kaptan ,21,Assets/Res/Sprite/Icon/Head/monster-icon-99.png
Assets/Res/Sprite/Instructions/Background/Common.png,[15]Öldürme Canavar--Gölge Behemoth ,22,Assets/Res/Sprite/Icon/Head/monster-icon-100.png
Assets/Res/Sprite/Instructions/Background/Common.png,[16]Öldürme Canavar--İskelet Okçu ,23,Assets/Res/Sprite/Icon/Head/monster-icon-103.png
Assets/Res/Sprite/Instructions/Background/Common.png,[17]Öldürme Canavar--Tavşan Büyücü ,24,Assets/Res/Sprite/Icon/Head/monster-icon-104.png
Assets/Res/Sprite/Instructions/Background/Common.png,[18]Öldürme Canavar--Buz Kabuk Devi ,25,Assets/Res/Sprite/Icon/Head/monster-icon-102.png
Assets/Res/Sprite/Instructions/Background/Common.png,[19]Öldürme Canavar--Sihirli Küçük Hükümdar ,26,Assets/Res/Sprite/Icon/Head/monster-icon-112.png
Assets/Res/Sprite/Instructions/Background/Common.png,[20]Öldürme Canavar--Ateş-Kaya Muhafızı ,27,Assets/Res/Sprite/Icon/Head/monster-icon-113.png
Assets/Res/Sprite/Instructions/Background/Common.png,[21]Öldürme Canavar--Dev Kaya Muhafızı ,28,Assets/Res/Sprite/Icon/Head/monster-icon-114.png
Assets/Res/Sprite/Instructions/Background/Common.png,[22]Öldürme Canavar--Sarı-Çizgili Kaya Canavarı ,29,Assets/Res/Sprite/Icon/Head/monster-icon-115.png
Assets/Res/Sprite/Instructions/Background/Common.png,[23]Öldürme Canavar--Akıllı Gözlü Kartal Koruyucu ,30,Assets/Res/Sprite/Icon/Head/monster-icon-116.png
