id-int,name-string,pageIds-int[]
1,Tài nguyên dự án,
2,Tài nguyên dự án,
3,Tài nguyên dự án,
4,Giết quái vật,7
5,Giết quái vật,8
6,Giết quái vật,9
7,Giết quái vật,10
8,Giết quái vật,11
9,Giết quái vật,12
10,Giết quái vật,13
11,Giết quái vật,14
12,Giết quái vật,16
13,Giết quái vật,17
14,Giết quái vật,18
15,Giết quái vật,19
16,Giết quái vật,20
17,Giết quái vật,21
18,Giết quái vật,22
19,Giết quái vật,23
20,Giết quái vật,24
21,Giết quái vật,25
22,Giết quái vật,26
23,Giết quái vật,27
24,Giết quái vật,28
25,Giết quái vật,29
26,Giết quái vật,30
27,Giết quái vật,31
28,Giết quái vật,32
29,Giết quái vật,33
30,Giết quái vật,34
31,Tập hợp,"35,36"
32,Dungeon thách thức,411
33,Tập hợp,"37,38"
34,Dungeon thách thức,412
35,Tập hợp,"39,40"
36,Dungeon thách thức,413
37,Tập hợp,"41,42"
38,Dungeon thách thức,414
39,Tập hợp,"43,44"
40,Dungeon thách thức,415
41,Tập hợp,"45,46"
42,Dungeon thách thức,416
43,Tập hợp,"47,48"
44,Dungeon thách thức,427
45,Tập hợp,"49,50"
46,Dungeon thách thức,428
47,Tập hợp,"51,52"
48,Dungeon thách thức,429
49,Tập hợp,"53,54,55"
50,Loại bỏ thiết bị nông nghiệp,430
51,Tập hợp,"56,57"
52,Loại bỏ thiết bị chiến đấu,431
53,Tập hợp,"58,59"
54,Tháo dỡ thiết bị thu thập,432
55,Tập hợp,"60,61"
56,Làm bằng tay,433
57,Tập hợp,"62,63"
58,Làm bằng tay,434
59,Tập hợp,"64,65"
60,Làm bằng tay,435
61,Tập hợp,"66,67"
62,Làm bằng tay,436
63,Tập hợp,"68,69"
64,Làm bằng tay,437
65,Tập hợp,"70,71"
66,Làm bằng tay,438
67,Tài nguyên dự án,72
68,Làm bằng tay,439
69,Tập hợp,"73,74,72"
70,Làm bằng tay,440
71,Tập hợp,"75,76"
72,Làm bằng tay,441
73,Tập hợp,"77,78"
74,Làm bằng tay,442
75,Tập hợp,"79,80"
76,Làm bằng tay,443
77,Tập hợp,"81,82"
78,Làm bằng tay,444
79,Tập hợp,"83,84"
80,Làm bằng tay,445
81,Tập hợp,"85,86"
82,Làm bằng tay,446
83,Tập hợp,"87,88"
84,Làm bằng tay,447
85,Tập hợp,"89,90"
86,Làm bằng tay,448
87,Trồng trọt,384
88,Trồng trọt,385
89,Trồng trọt,386
90,Trồng trọt,387
91,Trồng trọt,388
92,Trồng trọt,389
93,Trồng trọt,390
94,Trồng trọt,391
95,Trồng trọt,392
96,Trồng trọt,393
97,Trồng trọt,394
98,Trồng trọt,395
99,Trồng trọt,396
100,Trồng trọt,397
101,Trồng trọt,398
102,Trồng trọt,399
103,Trồng trọt,400
104,Trồng trọt,401
105,Trồng trọt,402
106,Trồng trọt,403
107,Trồng trọt,404
108,Trồng trọt,405
109,Trồng trọt,406
110,Trồng trọt,407
111,Trồng trọt,408
112,Trồng trọt,409
113,Trồng trọt,410
114,Gia súc,356
115,Gia súc,357
116,Gia súc,358
117,Gia súc,359
118,Gia súc,360
119,Gia súc,361
120,Gia súc,362
121,Gia súc,363
122,Gia súc,365
123,Gia súc,366
124,Gia súc,367
125,Gia súc,368
126,Gia súc,369
127,Gia súc,370
128,Gia súc,371
129,Gia súc,372
130,Gia súc,373
131,Gia súc,374
132,Gia súc,375
133,Gia súc,376
134,Gia súc,377
135,Gia súc,378
136,Gia súc,379
137,Gia súc,380
138,Gia súc,381
139,Gia súc,382
140,Gia súc,383
141,Làm bằng tay,91
142,Làm bằng tay,92
143,Làm bằng tay,93
144,Làm bằng tay,94
145,Làm bằng tay,95
146,Làm bằng tay,96
147,Làm bằng tay,97
148,Làm bằng tay,98
149,Làm bằng tay,99
150,Làm bằng tay,100
151,Làm bằng tay,101
152,Làm bằng tay,102
153,Làm bằng tay,103
154,Làm bằng tay,104
155,Làm bằng tay,105
156,Làm bằng tay,106
157,Làm bằng tay,107
158,Làm bằng tay,108
159,Làm bằng tay,109
160,Làm bằng tay,110
161,Làm bằng tay,111
162,Làm bằng tay,112
163,Làm bằng tay,113
164,Làm bằng tay,114
165,Làm bằng tay,115
166,Làm bằng tay,116
167,Làm bằng tay,117
168,Làm bằng tay,118
169,Làm bằng tay,119
170,Làm bằng tay,120
171,Làm bằng tay,121
172,Làm bằng tay,122
173,Làm bằng tay,123
174,Làm bằng tay,124
175,Làm bằng tay,125
176,Làm bằng tay,126
177,Làm bằng tay,127
178,Làm bằng tay,128
179,Làm bằng tay,129
180,Làm bằng tay,130
181,Làm bằng tay,131
182,Làm bằng tay,132
183,Làm bằng tay,133
184,Làm bằng tay,134
185,Làm bằng tay,135
186,Làm bằng tay,136
187,Làm bằng tay,137
188,Làm bằng tay,138
189,Làm bằng tay,139
190,Làm bằng tay,140
191,Làm bằng tay,141
192,Làm bằng tay,142
193,Làm bằng tay,143
194,Làm bằng tay,144
195,Làm bằng tay,145
196,Làm bằng tay,146
197,Làm bằng tay,147
198,Làm bằng tay,148
199,Làm bằng tay,149
200,Làm bằng tay,150
201,Làm bằng tay,151
202,Làm bằng tay,152
203,Làm bằng tay,153
204,Làm bằng tay,154
205,Làm bằng tay,155
206,Làm bằng tay,156
207,Làm bằng tay,157
208,Làm bằng tay,158
209,Làm bằng tay,159
210,Làm bằng tay,160
211,Làm bằng tay,161
212,Làm bằng tay,162
213,Làm bằng tay,163
214,Làm bằng tay,164
215,Làm bằng tay,165
216,Làm bằng tay,166
217,Làm bằng tay,167
218,Làm bằng tay,168
219,Làm bằng tay,169
220,Làm bằng tay,170
221,Làm bằng tay,171
222,Làm bằng tay,172
223,Làm bằng tay,173
224,Làm bằng tay,174
225,Làm bằng tay,175
226,Làm bằng tay,176
227,Làm bằng tay,177
228,Làm bằng tay,178
229,Làm bằng tay,179
230,Làm bằng tay,180
231,Làm bằng tay,181
232,Làm bằng tay,182
233,Làm bằng tay,183
234,Làm bằng tay,184
235,Làm bằng tay,185
236,Làm bằng tay,186
237,Làm bằng tay,187
238,Làm bằng tay,188
239,Làm bằng tay,189
240,Làm bằng tay,190
241,Làm bằng tay,191
242,Làm bằng tay,192
243,Làm bằng tay,193
244,Làm bằng tay,194
245,Làm bằng tay,195
246,Làm bằng tay,196
247,Làm bằng tay,197
248,Làm bằng tay,198
249,Làm bằng tay,199
250,Làm bằng tay,200
251,Làm bằng tay,201
252,Làm bằng tay,202
253,Làm bằng tay,203
254,Làm bằng tay,204
255,Làm bằng tay,205
256,Làm bằng tay,206
257,Làm bằng tay,207
258,Làm bằng tay,208
259,Làm bằng tay,209
260,Làm bằng tay,210
261,Làm bằng tay,211
262,Làm bằng tay,212
263,Làm bằng tay,213
264,Làm bằng tay,214
265,Làm bằng tay,215
266,Làm bằng tay,216
267,Làm bằng tay,217
268,Làm bằng tay,218
269,Làm bằng tay,219
270,Làm bằng tay,220
271,Làm bằng tay,221
272,Làm bằng tay,222
273,Làm bằng tay,223
274,Làm bằng tay,224
275,Làm bằng tay,225
276,Làm bằng tay,226
277,Làm bằng tay,227
278,Làm bằng tay,228
279,Làm bằng tay,229
280,Làm bằng tay,230
281,Làm bằng tay,231
282,Làm bằng tay,232
283,Làm bằng tay,233
284,Làm bằng tay,234
285,Làm bằng tay,235
286,Làm bằng tay,236
287,Làm bằng tay,237
288,Làm bằng tay,238
289,Làm bằng tay,239
290,Làm bằng tay,240
291,Làm bằng tay,241
292,Làm bằng tay,242
293,Làm bằng tay,243
294,Làm bằng tay,244
295,Làm bằng tay,245
296,Làm bằng tay,246
297,Làm bằng tay,247
298,Làm bằng tay,248
299,Làm bằng tay,249
300,Làm bằng tay,250
301,Làm bằng tay,251
302,Làm bằng tay,252
303,Làm bằng tay,253
304,Làm bằng tay,254
305,Làm bằng tay,255
306,Làm bằng tay,256
307,Làm bằng tay,257
308,Làm bằng tay,258
309,Làm bằng tay,259
310,Làm bằng tay,260
311,Làm bằng tay,261
312,Làm bằng tay,262
313,Làm bằng tay,263
314,Làm bằng tay,264
315,Làm bằng tay,265
316,Làm bằng tay,266
317,Làm bằng tay,267
318,Làm bằng tay,268
319,Làm bằng tay,269
320,Làm bằng tay,270
