backGround-string,desc-string,id-int,pictureAsset-string
Assets/Res/Sprite/Instructions/Background/Common.png,@@ Matar Monstro - Cão de Metal,7,Assets/Res/Sprite/Icon/Head/monster-icon-6.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Monstro Abóbora,8,Assets/Res/Sprite/Icon/Head/monster-icon-7.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Guerreiro Cacto,9,Assets/Res/Sprite/Icon/Head/monster-icon-8.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Gato de Mineração,10,Assets/Res/Sprite/Icon/Head/monster-icon-9.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Amigo Zumbido,11,Assets/Res/Sprite/Icon/Head/monster-icon-11.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Espreitador Folhoso,12,Assets/Res/Sprite/Icon/Head/monster-icon-10.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Espectro do Caos,13,Assets/Res/Sprite/Icon/Head/monster-icon-12.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Esmagador Carmesim,14,Assets/Res/Sprite/Icon/Head/monster-icon-13.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Pata Gelada,16,Assets/Res/Sprite/Icon/Head/monster-icon-14.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Soldado Esqueleto,17,Assets/Res/Sprite/Icon/Head/monster-icon-96.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Cabeça de Ovo Folha Laranja,18,Assets/Res/Sprite/Icon/Head/monster-icon-97.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Toco Furioso,19,Assets/Res/Sprite/Icon/Head/monster-icon-98.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Espírito de Neve Escura,20,Assets/Res/Sprite/Icon/Head/monster-icon-101.png
Assets/Res/Sprite/Instructions/Background/Common.png, Matar Monstro - Capitão Esqueleto,21,Assets/Res/Sprite/Icon/Head/monster-icon-99.png
